,TIME,CR_ENV,CR_SAC,CR_TFE,CR_SFY,CR_REG,CR_QMF,CR_ECV,CR_USB,CR_RLB,CR_INF,CR_SCL
11,11,0.39575392332692505,0.3361817652378314,0.44226835208518755,0.6383322694462176,0.6822,0.4166666666666667,0.721908361581111,0.538,0.55,0.4195,0.21752874185687024
12,12,0.3965038584925483,0.3374670021988823,0.4458796729478513,0.6433322611128981,0.685,0.9166666666666666,0.7233350564963625,0.543,0.551,0.42125,0.2215896512995681
13,13,0.3972537948216366,0.33876189761196407,0.44954042462601873,0.6483322527795785,0.6878,0.6666666666666666,0.724761751411616,0.5473333333333333,0.5525,0.42299999999999993,0.2251800839260777
14,14,0.39800373227587715,0.3400643617733973,0.4531537269184015,0.653332244446259,0.6910000000000001,0.4166666666666667,0.7261884463268692,0.5523333333333332,0.5535000000000001,0.42475,0.22926996391568025
15,15,0.3987536708507091,0.34137664714663407,0.456861094479361,0.6583322361129397,0.6938000000000001,0.4166666666666667,0.7276151412421226,0.5566666666666666,0.5547500000000001,0.4265,0.23288952244377562
16,16,0.399503610508706,0.3426955220501101,0.4605034366607493,0.6633322277796202,0.6966,0.6666666666666666,0.7290418361573743,0.5616666666666666,0.55575,0.4285,0.23700903441157353
17,17,0.4002535511781501,0.34402671522510087,0.4642126098069668,0.6699988833351943,0.6998000000000001,0.5,0.7304685310726288,0.566,0.557,0.42999999999999994,0.2411385308855596
18,18,0.4010034929178412,0.3453635068369595,0.4678939863809766,0.6749988750018748,0.7028000000000001,0.6666666666666666,0.73189522598788,0.571,0.558,0.432,0.24529361895764912
19,19,0.40175343567753197,0.3467128223072309,0.47166132167126934,0.6799988666685554,0.7058,0.6666666666666666,0.7333219209031325,0.5756666666666667,0.55925,0.43350000000000005,0.2492489223834589
20,20,0.4025033794237962,0.34806789805698135,0.4753623411920148,0.6849988583352359,0.7086,0.6666666666666666,0.7347486158183868,0.5803333333333333,0.56025,0.4355,0.25316283414966956
21,21,0.40325332413423576,0.34943450035290774,0.4791309534596549,0.6899988500019165,0.7116,0.9166666666666666,0.7361753107336387,0.5850000000000001,0.5615,0.437,0.25714726226854284
22,22,0.4040032697779048,0.3508094460144977,0.48289115639432456,0.694998841668597,0.7144,0.75,0.73760200564889,0.5896666666666667,0.5625,0.439,0.26109336214762
23,23,0.4047532163522861,0.35219490848128554,0.4867001454660998,0.6999988333352776,0.7172000000000001,0.6666666666666666,0.7390287005641432,0.5946666666666667,0.56375,0.44075000000000003,0.26532589178616717
24,24,0.40550316382744356,0.3535889217739223,0.49046100148021315,0.7049988250019582,0.7202,0.6666666666666666,0.7404553954793957,0.599,0.56475,0.44249999999999995,0.269085855314604
25,25,0.4065031121404382,0.3549936377356465,0.49432066017475024,0.7099988166686387,0.7234,0.8333333333333334,0.7418820903946476,0.6036666666666667,0.5660000000000001,0.444,0.27335000778424234
26,26,0.4072530613499296,0.35640711788277324,0.49811201743017974,0.7149988083353193,0.7262000000000002,0.75,0.7433087853099031,0.608,0.567,0.44575000000000004,0.2771408726687734
27,27,0.4080030114106105,0.35783149167823447,0.5019721411161425,0.7199988000019999,0.7292000000000001,0.4166666666666667,0.7447354802251536,0.613,0.5682499999999999,0.4475,0.2814369417603626
28,28,0.40875296229560243,0.3592635764135156,0.5058041979466283,0.7249987916686804,0.7322,0.9166666666666666,0.7461621751404066,0.6176666666666667,0.56925,0.44925000000000004,0.285526489872803
29,29,0.40950291398710326,0.3607092964961471,0.5097268706095626,0.729998783335361,0.7350000000000001,0.5,0.7475888700556591,0.6223333333333333,0.5705,0.45125,0.28958713119204976
30,30,0.4102528664601717,0.3621616612659812,0.5135798854245247,0.7349987750020415,0.7380000000000001,0.5,0.7619296551710678,0.6269999999999999,0.5715,0.45275000000000004,0.29370732843166697
31,31,0.41100281971339886,0.36362790180325333,0.5175024676851187,0.7399987666687221,0.7410000000000001,0.4166666666666667,0.7633809482745137,0.6316666666666667,0.57275,0.45475,0.297800948154404
32,32,0.41175277372259417,0.36510098028153987,0.5214191478866218,0.7449987583354026,0.7438,0.4166666666666667,0.7648322413779607,0.6363333333333333,0.57375,0.45625,0.30195201349242673
33,33,0.412502728471816,0.3665868596472598,0.5253838610277813,0.7499987500020832,0.7468,0.6666666666666666,0.7662835344814061,0.641,0.575,0.45825000000000005,0.30607870748651944
34,34,0.41325268393859416,0.36808241978960055,0.5292997985767349,0.7549987416687638,0.7498000000000001,0.5833333333333334,0.7677348275848511,0.646,0.576,0.46,0.3104884604872673
35,35,0.41400264012189686,0.3695896922885097,0.5333195790656823,0.7599987333354443,0.7526,0.4166666666666667,0.7691861206882978,0.6503333333333333,0.57725,0.46175,0.31442067378767397
36,36,0.41475259699990474,0.3711068917051247,0.5372676126139087,0.7649987250021248,0.7554000000000001,0.5,0.7706374137917417,0.6553333333333333,0.57825,0.4635,0.31886324770104263
37,37,0.415502554558303,0.3726360229113375,0.5412864486270423,0.7699987166688055,0.7584000000000001,0.75,0.7720887068951874,0.66,0.5795,0.46524999999999994,0.3230925503417013
38,38,0.416252512776653,0.37417396075329695,0.5453113798386422,0.774998708335486,0.7612,0.8333333333333334,0.7735399999986325,0.6646666666666666,0.58075,0.467,0.32730258501925985
39,39,0.4170024716545186,0.37572680355598576,0.5493630909323395,0.7799987000021665,0.7642000000000001,0.75,0.7749912931020791,0.6693333333333333,0.5820000000000001,0.46875,0.33156332055867804
40,40,0.4177524311720246,0.37728731868874976,0.5533760336757114,0.7849986916688471,0.7672,0.8333333333333334,0.7764425862055239,0.674,0.583,0.47050000000000003,0.33580663381244
41,41,0.41850239131628325,0.37886301424995356,0.5574606223162117,0.7899986833355277,0.77,0.75,0.7778938793089706,0.6786666666666666,0.5842499999999999,0.47225000000000006,0.3400989087837887
42,42,0.4192523520689434,0.3804466073061775,0.5615420658305478,0.7949986750022082,0.7730000000000001,0.8333333333333334,0.7793451724124157,0.6829999999999999,0.58525,0.47400000000000003,0.3443755231789723
43,43,0.42000231342948036,0.38204423548883193,0.5656706740681423,0.7999986666688887,0.776,0.9166666666666666,0.7807964655158618,0.6876666666666668,0.5865,0.47575,0.34869942665121306
44,44,0.4207522753800371,0.3836528505665249,0.5697499055862724,0.8049986583355694,0.7788,0.5833333333333334,0.7822477586193081,0.6923333333333334,0.5875,0.47775,0.3530093535815974
45,45,0.4215022379089821,0.3852743407158489,0.5739383482120634,0.8099986500022499,0.7818,0.75,0.7836990517227534,0.6973333333333334,0.58875,0.4795,0.3576011553965492
46,46,0.42225220099968497,0.38690710309566856,0.5780514144927814,0.8149986416689304,0.7848000000000002,0.4166666666666667,0.7851503448261998,0.702,0.58975,0.48125,0.3619729938258386
47,47,0.423002164651782,0.3885529940656495,0.5822374280878816,0.8199986333356111,0.7876000000000001,0.8333333333333334,0.7866016379296445,0.7066666666666667,0.5910000000000001,0.48299999999999993,0.3663332915631569
48,48,0.4237521288490754,0.39020896474004624,0.5864326379923426,0.8249986250022916,0.7906,0.4166666666666667,0.7880529310330912,0.7113333333333333,0.592,0.48474999999999996,0.37073692703515493
49,49,0.4245020935810427,0.3918812983350301,0.5906533182591678,0.8299986166689721,0.7936000000000001,0.75,0.7895042241365359,0.7160000000000001,0.59325,0.4865,0.37513053216628306
50,50,0.4255020587981291,0.3935625040073607,0.5948348387570107,0.8366652722245461,0.7964000000000001,0.4166666666666667,0.8048319590620922,0.7206666666666667,0.5942500000000001,0.4885,0.38019756277778993
51,51,0.4262520245692872,0.3952603899764546,0.5990901959773142,0.8416652638912269,0.7994000000000001,0.75,0.8063087134480512,0.7253333333333334,0.5955,0.49024999999999996,0.38462864859516493
52,52,0.4270019908450544,0.3969674116740454,0.603356065533469,0.8466652555579073,0.8024000000000001,0.4166666666666667,0.8077854678340125,0.73,0.5965,0.492,0.3891002073265918
53,53,0.4277519576158902,0.39868989229199064,0.6076468493606831,0.851665247224588,0.8052,0.8333333333333334,0.8092622222199741,0.7346666666666667,0.59775,0.49375,0.39356452774916306
54,54,0.42850192486807015,0.4004248771154188,0.611898327766128,0.8566652388912683,0.8082000000000001,0.9166666666666666,0.8107389766059337,0.7393333333333333,0.59875,0.4955,0.3980679448910708
55,55,0.4292518926014236,0.402174083558304,0.6162647411816367,0.8616652305579487,0.8112,0.4166666666666667,0.8122157309918954,0.7443333333333334,0.5999999999999999,0.49725,0.4028310139384152
56,56,0.43000186080256075,0.40393612671052137,0.6205519493803571,0.8666652222246295,0.814,0.75,0.8136924853778558,0.749,0.601,0.49924999999999997,0.40734555717092996
57,57,0.43075182946281276,0.40571268611496086,0.6249250876443238,0.8716652138913099,0.8170000000000001,0.6666666666666666,0.8151692397638169,0.7536666666666667,0.60225,0.501,0.4118971910898629
58,58,0.4315017985696847,0.40750081197096905,0.629289364093843,0.8766652055579907,0.8200000000000001,0.75,0.8166459941497782,0.758,0.60325,0.50275,0.41644488818711956
59,59,0.4322517681230542,0.40930698457325637,0.6336884018373653,0.881665197224671,0.8228,0.5833333333333334,0.8181227485357375,0.7626666666666667,0.6044999999999999,0.5045000000000001,0.42102840632188987
60,60,0.43300173811072185,0.4111234371438695,0.6380479280363991,0.8866651888913517,0.8258,0.6666666666666666,0.8195995029216993,0.7673333333333333,0.6055,0.50625,0.425609214520569
61,61,0.43375170852479483,0.41295830430357705,0.6424836037899849,0.8916651805580321,0.8288000000000001,0.5833333333333334,0.82107625730766,0.7719999999999999,0.60675,0.508,0.4302246118193397
62,62,0.4345016793537867,0.41480376181572415,0.6469332929722934,0.8966651722247129,0.8316,0.8333333333333334,0.8225530116936225,0.7766666666666667,0.608,0.5097499999999999,0.4348384845345207
63,63,0.4352516505977938,0.41666633048911783,0.6514064163687634,0.9016651638913932,0.8346000000000001,0.6666666666666666,0.8240297660795817,0.7813333333333334,0.60925,0.5115000000000001,0.4394857500625644
64,64,0.43600162224558936,0.41854317556926457,0.6558398995337686,0.9066651555580739,0.8373999999999999,0.6666666666666666,0.8255065204655415,0.7863333333333333,0.61025,0.51325,0.44439922359077777
65,65,0.43675159428997323,0.420435811230961,0.6603944282732501,0.9116651472247543,0.8402000000000001,0.4166666666666667,0.8269832748515019,0.7906666666666666,0.6115,0.515,0.4488117548215381
66,66,0.43750156672054946,0.4223431129689327,0.6648657066282652,0.9166651388914351,0.8432,0.5833333333333334,0.8284600292374635,0.7956666666666666,0.6124999999999999,0.51675,0.4537585204328596
67,67,0.4382515395372268,0.4242665498825636,0.6694254841180247,0.9216651305581155,0.8462000000000001,0.9166666666666666,0.8299367836234246,0.8003333333333332,0.61375,0.51875,0.45845528378710715
68,68,0.43900151272984134,0.4262032992034872,0.6739797331694867,0.9266651222247962,0.849,0.8333333333333334,0.8314135380093858,0.805,0.61475,0.52025,0.46318257883118924
69,69,0.43975148629181265,0.4281600519321297,0.6785673607559597,0.9316651138914765,0.8520000000000001,0.8333333333333334,0.8328902923953478,0.8096666666666666,0.616,0.5222500000000001,0.4679122227096287
70,70,0.4405014602136422,0.43012874602679296,0.683115168803325,0.9366651055581573,0.8550000000000001,0.6666666666666666,0.8492664880915188,0.8143333333333334,0.617,0.5237499999999999,0.47267131389841316
71,71,0.4412514344952302,0.43211787260762535,0.6877878908134563,0.9416650972248377,0.8578,0.5,0.8507696130915117,0.819,0.61825,0.52575,0.4774337789061978
72,72,0.4420014091272845,0.4341193081045742,0.6923858088429379,0.9466650888915185,0.8608000000000001,0.5,0.8522727380915059,0.8236666666666667,0.61925,0.5275,0.4822246348214041
73,73,0.44275138410378034,0.43613978440072776,0.6970518629870507,0.9516650805581988,0.8638000000000001,0.5,0.8537758630914979,0.8286666666666666,0.6204999999999999,0.52925,0.4872880423924883
74,74,0.44350135941603075,0.4381766191834464,0.7016779877611099,0.9566650722248795,0.8666,0.5,0.8552789880914937,0.8330000000000001,0.6215,0.531,0.4918424454728692
75,75,0.44450133503558376,0.4402310846705898,0.706431689754112,0.9616650638915599,0.8698000000000001,0.5,0.8567821130914864,0.8376666666666667,0.6227499999999999,0.5325,0.4969389826340442
76,76,0.44525131101080884,0.44230236812540785,0.7110978616321516,0.9666650555582407,0.8728,0.5,0.85828523809148,0.842,0.62375,0.53425,0.501524644963336
77,77,0.4460012873076378,0.4443916880784689,0.7158552401891415,0.9716650472249211,0.8756000000000002,0.75,0.8597883630914734,0.847,0.625,0.536,0.5066542660823978
78,78,0.4467512639181189,0.44649830125179535,0.7206107639922824,0.9766650388916018,0.8784000000000001,0.8333333333333334,0.8612914880914648,0.8516666666666666,0.626,0.538,0.5115315821473959
79,79,0.44750124084210313,0.4486233705699645,0.7253981372800956,0.9816650305582821,0.8814000000000002,0.75,0.8627946130914582,0.8563333333333333,0.6272500000000001,0.5395,0.5164337852048366
80,80,0.4482512180718033,0.4507642718156898,0.7301454318262197,0.9866650222249629,0.8842,0.5,0.8642977380914519,0.8610000000000001,0.62825,0.5415,0.5213436362257201
81,81,0.4490011956021438,0.4529279692934062,0.7350244429969377,0.9916650138916433,0.8872,0.5,0.8658008630914464,0.8656666666666667,0.6295000000000001,0.543,0.526277428894026
82,82,0.44975117342584026,0.45510601869043116,0.7398243964660601,0.996665005558324,0.8902000000000001,0.9166666666666666,0.8673039880914399,0.8706666666666667,0.6305,0.5449999999999999,0.5314899504160578
83,83,0.45050115151597825,0.45730738525923076,0.7446949308614234,1,0.8934,0.8333333333333334,0.8688071130914324,0.875,0.63175,0.5465,0.5369499688505369
84,84,0.45125112991907035,0.4595235578029185,0.7495252978092098,1,0.8962000000000001,0.8333333333333334,0.8703102380914257,0.88,0.6327499999999999,0.5485,0.5421995920918738
85,85,0.45200110860352477,0.46176154166200356,0.7544902330640728,1,0.8990000000000001,0.8333333333333334,0.8718133630914199,0.8843333333333333,0.634,0.5502499999999999,0.5469291287257934
86,86,0.45275108756266413,0.46401889124277845,0.759363104013571,1,0.9022000000000001,0.5,0.8733164880914142,0.8893333333333334,0.635,0.552,0.5522115861362829
87,87,0.45350106679620517,0.4662965263990972,0.764330041820697,1,0.9050000000000001,0.6666666666666666,0.8748196130914078,0.8936666666666667,0.6365,0.55375,0.5569720234110749
88,88,0.4542510462977192,0.46859409224097265,0.7692991699865788,1,0.9077999999999999,0.5,0.8763227380914016,0.8986666666666667,0.6375000000000001,0.5555,0.5622872591755508
89,89,0.45500102606284454,0.4709124422781876,0.7742984591735611,1,0.9110000000000001,0.8333333333333334,0.8778258630913944,0.9033333333333333,0.6387499999999999,0.5575,0.5673469078892943
90,90,0.4557510060854566,0.4732491660672532,0.7792574652043631,1,0.9138000000000001,0.9166666666666666,0.8953168181756423,0.908,0.63975,0.5589999999999999,0.572426488812248
91,91,0.4565009863652854,0.4756114752449244,0.7843554751175167,1,0.9166000000000001,0.75,0.896847272721086,0.9126666666666666,0.641,0.5609999999999999,0.5777912025316578
92,92,0.45725096689632516,0.47799058152190627,0.7893699068182908,1,0.9196,0.9166666666666666,0.8983777272665291,0.9170000000000001,0.642,0.5625,0.5826291507973429
93,93,0.45800094767460553,0.48039589068319166,0.7944575251192447,1,0.9224,0.5,0.899908181811973,0.922,0.64325,0.5645,0.5880265003816549
94,94,0.4587509286945062,0.4828185426859836,0.7995047953825899,1,0.9252000000000001,0.4166666666666667,0.9014386363574172,0.9263333333333335,0.64425,0.5660000000000001,0.5928951192595054
95,95,0.45950090995571036,0.48526579002933046,0.8046941273243768,1,0.9284,0.6666666666666666,0.9029690909028629,0.9313333333333333,0.6455,0.568,0.5983250447254149
96,96,0.4602508914527049,0.4877354409810929,0.809786584569769,1,0.9312,0.5,0.9044995454483052,0.9356666666666668,0.6465,0.5695,0.60322426691413
97,97,0.461000873181821,0.49022805874274206,0.8149761371371675,1,0.9340000000000002,0.5833333333333334,0.9060299999937491,0.9406666666666667,0.64775,0.5715,0.6086867074112835
98,98,0.46175085513789904,0.4927437567538992,0.8201723319580854,1,0.9372,0.9166666666666666,0.9075604545391941,0.945,0.6487499999999999,0.573,0.6136164652539914
99,99,0.4625008373205741,0.49528301889017445,0.8253968253968254,1,0.9400000000000001,0.75,0.9090909090846401,0.9499999999999998,0.6499999999999999,0.575,0.6191113591677425
