,TIME,ENERGY_CONSUMED,DISTANCE,LOAD_WEIGHT,CO2_EMISSIONS,MATERIAL_SUSTAINABILITY,ENV_IMPACT_SCORE,POSITIVE_FEEDBACK,NEGATIVE_FEEDBACK,CURRENT_TRL,TARGET_TRL,ENG_CHALLENGES_RESOLVED,TARGET_ENG_CHALLENGES,RISK_SCORE,MIN_RISK_SCORE,MAX_RISK_SCORE,ETHICAL_COMPLIANCE,LEGAL_COMPLIANCE,LAND_USAGE_COMPLIANCE,INT_LAW_COMPLIANCE,TRL_COMPLIANCE,MAGLEV_LEVITATION,AMBIENT_INTELLIGENCE,GENERATIVE_AI,AI_MACHINE_LEARNING,DIGITAL_TWINS,FIVE_G,QUANTUM_COMPUTING,AUGMENTED_REALITY,VIRTUAL_REALITY,PRINTING_AT_SCALE,BLOCKCHAIN,SELF_DRIVING_AUTONOMOUS_VEHICLES,TOTAL_DISRUPTIVE_TECH,REVENUE,OPEX,CAPEX,DISCOUNT_RATE,PROJECT_LIFETIME,PRODUCTION_OUTPUT,USER_EXP_RATIO,ACCESSIBILITY_AGEING,DURABILITY,DIGITAL_RELIABILITY,WEATHER_DISASTER_RESILIENCE,POLLUTION_PRODUCED,COMMON_INFRA_FEATURES,CONSTRUCTION_BARRIERS,INTERMODAL_CONNECTIONS,INFRA_ADAPTABILITY_FEATURES,RESOURCE_MILEAGE,PLANNED_VOLUME,ADJUSTMENT_COEF_1,ADJUSTMENT_COEF_2,ADJUSTMENT_COEF_3
33,33,91.667,19,7500,70,0.757,0.67,93.333,106.667,8.333,8.667,9.333,5.667,0.833,0.3,0.9,0.88,0.857,0.837,0.827,0.683,true,false,true,true,true,false,true,true,false,true,false,true,8,196666.667,6050,5400000,0.057,600,0.82,0.82,0.7,0.813,0.787,0.84,0.9,0.85,0.733,0.74,0.863,0.787,0.82,0.84,0.763,0.593
34,34,91.414,18.97,7484.848,69.848,0.755,0.669,93.131,106.869,8.313,8.657,9.313,5.687,0.831,0.3,0.9,0.879,0.856,0.836,0.826,0.683,true,true,false,true,true,true,true,true,true,false,true,true,10,196565.657,6051.515,5400000,0.057,600,0.817,0.817,0.697,0.81,0.782,0.838,0.906,0.847,0.74,0.735,0.862,0.782,0.817,0.838,0.759,0.59
35,35,91.162,18.939,7469.697,69.697,0.754,0.668,92.929,107.071,8.293,8.646,9.293,5.707,0.829,0.3,0.9,0.878,0.855,0.835,0.825,0.682,true,true,false,true,true,false,true,true,true,false,true,false,8,196464.646,6053.03,5400000,0.057,600,0.813,0.813,0.694,0.807,0.778,0.836,0.912,0.844,0.747,0.73,0.86,0.778,0.813,0.836,0.754,0.587
36,36,90.909,18.909,7454.545,69.545,0.753,0.667,92.727,107.273,8.273,8.636,9.273,5.727,0.827,0.3,0.9,0.877,0.855,0.834,0.824,0.682,true,true,true,true,true,false,true,true,true,true,true,false,10,196363.636,6054.545,5400000,0.057,600,0.81,0.81,0.691,0.804,0.774,0.834,0.918,0.841,0.755,0.725,0.858,0.774,0.81,0.834,0.749,0.584
37,37,90.657,18.879,7439.394,69.394,0.751,0.666,92.525,107.475,8.253,8.626,9.253,5.747,0.825,0.3,0.9,0.876,0.854,0.833,0.823,0.681,true,true,false,true,false,true,true,true,true,true,true,true,10,196262.626,6056.061,5400000,0.057,600,0.807,0.807,0.688,0.8,0.769,0.832,0.924,0.838,0.762,0.719,0.856,0.769,0.807,0.832,0.744,0.58
38,38,90.404,18.848,7424.242,69.242,0.75,0.665,92.323,107.677,8.232,8.616,9.232,5.768,0.823,0.3,0.9,0.875,0.853,0.832,0.822,0.681,false,true,false,true,true,true,false,true,true,false,true,true,8,196161.616,6057.576,5400000,0.057,600,0.803,0.803,0.685,0.797,0.765,0.829,0.93,0.835,0.769,0.714,0.855,0.765,0.803,0.829,0.74,0.577
39,39,90.152,18.818,7409.091,69.091,0.749,0.665,92.121,107.879,8.212,8.606,9.212,5.788,0.821,0.3,0.9,0.875,0.852,0.831,0.821,0.68,true,true,true,false,true,true,true,false,false,true,true,true,9,196060.606,6059.091,5400000,0.057,600,0.8,0.8,0.682,0.794,0.761,0.827,0.936,0.832,0.776,0.709,0.853,0.761,0.8,0.827,0.735,0.574
40,40,89.899,18.788,7393.939,68.939,0.747,0.664,91.919,108.081,8.192,8.596,9.192,5.808,0.819,0.3,0.9,0.874,0.852,0.83,0.82,0.68,false,true,false,true,false,true,true,true,true,true,false,true,8,195959.596,6060.606,5400000,0.057,600,0.797,0.797,0.679,0.791,0.756,0.825,0.942,0.829,0.783,0.704,0.851,0.756,0.797,0.825,0.73,0.571
41,41,89.646,18.758,7378.788,68.788,0.746,0.663,91.717,108.283,8.172,8.586,9.172,5.828,0.817,0.3,0.9,0.873,0.851,0.829,0.819,0.679,true,true,true,true,false,false,true,true,true,true,false,true,9,195858.586,6062.121,5400000,0.057,600,0.793,0.793,0.676,0.787,0.752,0.823,0.948,0.826,0.79,0.699,0.85,0.752,0.793,0.823,0.725,0.567
42,42,89.394,18.727,7363.636,68.636,0.745,0.662,91.515,108.485,8.152,8.576,9.152,5.848,0.815,0.3,0.9,0.872,0.85,0.828,0.818,0.679,true,true,false,true,false,false,true,true,true,true,false,true,8,195757.576,6063.636,5400000,0.057,600,0.79,0.79,0.673,0.784,0.748,0.821,0.955,0.823,0.797,0.694,0.848,0.748,0.79,0.821,0.721,0.564
43,43,89.141,18.697,7348.485,68.485,0.744,0.661,91.313,108.687,8.131,8.566,9.131,5.869,0.813,0.3,0.9,0.871,0.85,0.827,0.817,0.678,false,true,true,false,true,true,true,true,true,true,false,true,9,195656.566,6065.152,5400000,0.057,600,0.787,0.787,0.67,0.781,0.743,0.819,0.961,0.82,0.804,0.688,0.846,0.743,0.787,0.819,0.716,0.561
44,44,88.889,18.667,7333.333,68.333,0.742,0.66,91.111,108.889,8.111,8.556,9.111,5.889,0.811,0.3,0.9,0.87,0.849,0.826,0.816,0.678,true,false,true,true,false,true,true,true,true,true,false,true,9,195555.556,6066.667,5400000,0.057,600,0.783,0.783,0.667,0.778,0.739,0.817,0.967,0.817,0.811,0.683,0.844,0.739,0.783,0.817,0.711,0.558
45,45,88.636,18.636,7318.182,68.182,0.741,0.659,90.909,109.091,8.091,8.545,9.091,5.909,0.809,0.3,0.9,0.869,0.848,0.825,0.815,0.677,true,true,true,true,false,true,true,true,true,false,false,true,9,195454.545,6068.182,5400000,0.057,600,0.78,0.78,0.664,0.775,0.735,0.815,0.973,0.814,0.818,0.678,0.843,0.735,0.78,0.815,0.706,0.555
46,46,88.384,18.606,7303.03,68.03,0.74,0.658,90.707,109.293,8.071,8.535,9.071,5.929,0.807,0.3,0.9,0.868,0.847,0.824,0.814,0.677,false,true,true,true,true,true,true,true,true,false,false,true,9,195353.535,6069.697,5400000,0.057,600,0.777,0.777,0.661,0.771,0.73,0.812,0.979,0.811,0.825,0.673,0.841,0.73,0.777,0.812,0.702,0.551
47,47,88.131,18.576,7287.879,67.879,0.738,0.657,90.505,109.495,8.051,8.525,9.051,5.949,0.805,0.3,0.9,0.867,0.847,0.823,0.813,0.676,true,true,true,true,true,true,true,true,true,false,false,true,10,195252.525,6071.212,5400000,0.057,600,0.773,0.773,0.658,0.768,0.726,0.81,0.985,0.808,0.832,0.668,0.839,0.726,0.773,0.81,0.697,0.548
48,48,87.879,18.545,7272.727,67.727,0.737,0.656,90.303,109.697,8.03,8.515,9.03,5.97,0.803,0.3,0.9,0.866,0.846,0.822,0.812,0.676,false,true,true,false,false,true,true,false,true,true,true,true,8,195151.515,6072.727,5400000,0.057,600,0.77,0.77,0.655,0.765,0.722,0.808,0.991,0.805,0.839,0.663,0.838,0.722,0.77,0.808,0.692,0.545
49,49,87.626,18.515,7257.576,67.576,0.736,0.655,90.101,109.899,8.01,8.505,9.01,5.99,0.801,0.3,0.9,0.865,0.845,0.821,0.811,0.675,true,true,true,true,true,false,true,true,false,false,true,true,9,195050.505,6074.242,5400000,0.057,600,0.767,0.767,0.652,0.762,0.717,0.806,0.997,0.802,0.846,0.658,0.836,0.717,0.767,0.806,0.687,0.542
50,50,87.374,18.485,7242.424,67.424,0.734,0.655,89.899,110.101,7.99,8.495,8.99,6.01,0.799,0.3,0.9,0.865,0.845,0.819,0.809,0.675,false,true,true,true,false,true,true,false,true,true,false,true,8,194949.495,6075.758,5400000,0.058,600,0.763,0.763,0.648,0.758,0.713,0.804,1.003,0.798,0.854,0.652,0.834,0.713,0.763,0.804,0.683,0.538
51,51,87.121,18.455,7227.273,67.273,0.733,0.654,89.697,110.303,7.97,8.485,8.97,6.03,0.797,0.3,0.9,0.864,0.844,0.818,0.808,0.674,true,false,true,true,true,false,true,true,false,true,false,true,8,194848.485,6077.273,5400000,0.058,600,0.76,0.76,0.645,0.755,0.708,0.802,1.009,0.795,0.861,0.647,0.832,0.708,0.76,0.802,0.678,0.535
52,52,86.869,18.424,7212.121,67.121,0.732,0.653,89.495,110.505,7.949,8.475,8.949,6.051,0.795,0.3,0.9,0.863,0.843,0.817,0.807,0.674,true,true,false,false,true,true,false,false,true,true,true,true,8,194747.475,6078.788,5400000,0.058,600,0.757,0.757,0.642,0.752,0.704,0.8,1.015,0.792,0.868,0.642,0.831,0.704,0.757,0.8,0.673,0.532
53,53,86.616,18.394,7196.97,66.97,0.73,0.652,89.293,110.707,7.929,8.465,8.929,6.071,0.793,0.3,0.9,0.862,0.843,0.816,0.806,0.673,true,true,true,true,false,true,true,true,false,true,true,true,10,194646.465,6080.303,5400000,0.058,600,0.753,0.753,0.639,0.749,0.7,0.798,1.021,0.789,0.875,0.637,0.829,0.7,0.753,0.798,0.668,0.529
54,54,86.364,18.364,7181.818,66.818,0.729,0.651,89.091,110.909,7.909,8.455,8.909,6.091,0.791,0.3,0.9,0.861,0.842,0.815,0.805,0.673,true,true,true,false,true,true,true,false,true,false,true,true,9,194545.455,6081.818,5400000,0.058,600,0.75,0.75,0.636,0.745,0.695,0.795,1.027,0.786,0.882,0.632,0.827,0.695,0.75,0.795,0.664,0.525
55,55,86.111,18.333,7166.667,66.667,0.728,0.65,88.889,111.111,7.889,8.444,8.889,6.111,0.789,0.3,0.9,0.86,0.841,0.814,0.804,0.672,false,true,false,true,false,true,true,true,true,false,true,true,8,194444.444,6083.333,5400000,0.058,600,0.747,0.747,0.633,0.742,0.691,0.793,1.033,0.783,0.889,0.627,0.826,0.691,0.747,0.793,0.659,0.522
56,56,85.859,18.303,7151.515,66.515,0.726,0.649,88.687,111.313,7.869,8.434,8.869,6.131,0.787,0.3,0.9,0.859,0.84,0.813,0.803,0.672,false,true,true,true,true,true,true,true,false,true,true,true,10,194343.434,6084.848,5400000,0.058,600,0.743,0.743,0.63,0.739,0.687,0.791,1.039,0.78,0.896,0.622,0.824,0.687,0.743,0.791,0.654,0.519
57,57,85.606,18.273,7136.364,66.364,0.725,0.648,88.485,111.515,7.848,8.424,8.848,6.152,0.785,0.3,0.9,0.858,0.84,0.812,0.802,0.671,true,true,true,true,true,true,true,true,true,false,false,false,9,194242.424,6086.364,5400000,0.058,600,0.74,0.74,0.627,0.736,0.682,0.789,1.045,0.777,0.903,0.616,0.822,0.682,0.74,0.789,0.649,0.516
58,58,85.354,18.242,7121.212,66.212,0.724,0.647,88.283,111.717,7.828,8.414,8.828,6.172,0.783,0.3,0.9,0.857,0.839,0.811,0.801,0.671,true,true,false,true,false,true,true,true,true,true,true,true,10,194141.414,6087.879,5400000,0.058,600,0.737,0.737,0.624,0.733,0.678,0.787,1.052,0.774,0.91,0.611,0.82,0.678,0.737,0.787,0.645,0.513
59,59,85.101,18.212,7106.061,66.061,0.723,0.646,88.081,111.919,7.808,8.404,8.808,6.192,0.781,0.3,0.9,0.856,0.838,0.81,0.8,0.67,false,true,true,true,true,true,true,true,true,true,true,false,10,194040.404,6089.394,5400000,0.058,600,0.733,0.733,0.621,0.729,0.674,0.785,1.058,0.771,0.917,0.606,0.819,0.674,0.733,0.785,0.64,0.509
60,60,84.848,18.182,7090.909,65.909,0.721,0.645,87.879,112.121,7.788,8.394,8.788,6.212,0.779,0.3,0.9,0.855,0.838,0.809,0.799,0.67,true,true,false,false,true,true,true,false,true,true,true,false,8,193939.394,6090.909,5400000,0.058,600,0.73,0.73,0.618,0.726,0.669,0.783,1.064,0.768,0.924,0.601,0.817,0.669,0.73,0.783,0.635,0.506
61,61,84.596,18.152,7075.758,65.758,0.72,0.645,87.677,112.323,7.768,8.384,8.768,6.232,0.777,0.3,0.9,0.855,0.837,0.808,0.798,0.669,true,true,true,true,true,true,true,false,true,true,false,true,10,193838.384,6092.424,5400000,0.058,600,0.727,0.727,0.615,0.723,0.665,0.781,1.07,0.765,0.931,0.596,0.815,0.665,0.727,0.781,0.63,0.503
62,62,84.343,18.121,7060.606,65.606,0.719,0.644,87.475,112.525,7.747,8.374,8.747,6.253,0.775,0.3,0.9,0.854,0.836,0.807,0.797,0.669,true,true,true,true,true,true,true,false,true,false,true,true,10,193737.374,6093.939,5400000,0.058,600,0.723,0.723,0.612,0.72,0.661,0.778,1.076,0.762,0.938,0.591,0.814,0.661,0.723,0.778,0.626,0.5
63,63,84.091,18.091,7045.455,65.455,0.717,0.643,87.273,112.727,7.727,8.364,8.727,6.273,0.773,0.3,0.9,0.853,0.835,0.806,0.796,0.668,false,true,false,true,true,true,true,true,true,true,true,true,10,193636.364,6095.455,5400000,0.058,600,0.72,0.72,0.609,0.716,0.656,0.776,1.082,0.759,0.945,0.585,0.812,0.656,0.72,0.776,0.621,0.496
