,TIME,CR_ENV,CR_SAC,CR_TFE,CR_SFY,CR_REG,CR_QMF,CR_ECV,CR_USB,CR_RLB,CR_INF,CR_SCL
22,22,0.4195160362974433,0.6167059536391155,0.6832944112479714,0.4533325777790369,0.6342000000000001,0.75,0.6433862857142841,0.725,0.717,0.59875,0.5815009892551718
23,23,0.4200159646818912,0.6174627804198656,0.6847533068376892,0.45499924166793043,0.6348000000000001,0.75,0.6437710476190474,0.726,0.7170000000000001,0.5992500000000001,0.5818319846394382
24,24,0.42026589323177976,0.6182165397140005,0.6862147567453989,0.4566659055568239,0.6352000000000001,0.75,0.6441558095238075,0.7266666666666667,0.71675,0.5995,0.5818319846394382
25,25,0.4207658219217467,0.6189743788468535,0.6878070483953497,0.45833256944571743,0.6358,0.75,0.6538818679549131,0.7276666666666666,0.717,0.6002500000000001,0.5816394067735489
26,26,0.42126575074779654,0.6197274577811029,0.6892738597510698,0.45999923333461096,0.6362,0.8333333333333334,0.6542722061191627,0.7283333333333334,0.71675,0.6005,0.5816394067735489
27,27,0.4217656797132818,0.6204829384509775,0.6907432432296335,0.4616658972235045,0.6367999999999999,0.75,0.6546625442834136,0.7293333333333333,0.717,0.601,0.5814457071159325
28,28,0.4220156087856719,0.6212353416459363,0.6922152046185842,0.463332561112398,0.6367999999999999,0.75,0.6550528824476661,0.73,0.71675,0.6012500000000001,0.5819674027183086
29,29,0.42251553802546116,0.6219901524651044,0.6936897497240756,0.46499922500129154,0.6377999999999999,0.75,0.6554433494363923,0.731,0.71675,0.60175,0.581772407543616
30,30,0.4227654673848914,0.6227418808263351,0.6952521704566231,0.46666588889018507,0.6377999999999999,0.75,0.6558336876006441,0.7316666666666666,0.71675,0.6020000000000001,0.581772407543616
31,31,0.42351539689779527,0.6234960226887705,0.6967320296326005,0.46833255277907854,0.6388,0.75,0.656224025764895,0.7326666666666667,0.71675,0.6025,0.5815762917140734
32,32,0.42376532654497867,0.6242470771202201,0.6982144902164645,0.46999921666797206,0.6388,0.8333333333333334,0.6566144927536233,0.7333333333333334,0.71675,0.60275,0.5815762917140734
33,33,0.42426525630126155,0.6250005509183051,0.6996995580899646,0.4716658805568656,0.6394000000000001,0.8333333333333334,0.6570048309178735,0.7343333333333333,0.71675,0.6032500000000001,0.5818999889719616
34,34,0.4245151862214411,0.6257536923752798,0.7011872391538289,0.4733325444457591,0.6398000000000001,0.75,0.6573951690821241,0.735,0.7165,0.60375,0.5818999889719616
35,35,0.42501511627500943,0.6265037389468366,0.7028082390429031,0.47499920833465265,0.6404000000000001,0.75,0.6577856360708534,0.7360000000000001,0.71675,0.60425,0.5817014572696594
36,36,0.4255150464651628,0.6272562136723884,0.704301405608823,0.47666587222354617,0.6408,0.8333333333333334,0.6581759742351043,0.7366666666666667,0.7165,0.60475,0.5817014572696594
37,37,0.42601497678811534,0.628005588564301,0.7057972037588005,0.4783325361124397,0.6414,0.8333333333333334,0.6585663123993557,0.7376666666666667,0.71675,0.605,0.5815018070620519
38,38,0.42626490721874566,0.6287573974468537,0.7072956394720834,0.4799992000013332,0.6414,0.8333333333333334,0.6589567793880827,0.7383333333333333,0.7165,0.6055,0.5820221483668362
39,39,0.4267648378099005,0.6295061015574477,0.7087967187472787,0.4816658638902267,0.6424,0.8333333333333334,0.6593471175523343,0.7393333333333333,0.7164999999999999,0.60575,0.5818212010365578
40,40,0.42701476853639564,0.6302572454838462,0.7103004476024318,0.4833325277791202,0.6424,0.8333333333333334,0.6597374557165866,0.7400000000000001,0.7164999999999999,0.60625,0.5818212010365578
41,41,0.4277646993945198,0.6310052797098472,0.7118068320751006,0.48499919166801375,0.6434,0.8333333333333334,0.6601277938808363,0.741,0.7164999999999999,0.6065,0.5816191362619149
42,42,0.42801463038736687,0.6317557595653606,0.7133158782224336,0.4866658555569073,0.6434,0.8333333333333334,0.6605182608695657,0.7416666666666667,0.7164999999999999,0.607,0.5816191362619149
43,43,0.42851456148312317,0.6325031248018984,0.7148275921212475,0.4883325194458008,0.6439999999999999,0.75,0.6609085990338169,0.7426666666666666,0.7165,0.6072500000000001,0.5819355201708589
44,44,0.4287644927411566,0.6332529414702233,0.7163419798681038,0.48999918333469433,0.6444000000000001,0.8333333333333334,0.6612989371980669,0.7433333333333333,0.7162499999999999,0.60775,0.5819355201708589
45,45,0.4295144241313186,0.6339996386108353,0.7179922081340893,0.49166584722358786,0.6450000000000001,0.75,0.6616894041867968,0.7443333333333334,0.7165,0.60825,0.5817310409901753
46,46,0.4297643556516645,0.6347487929740995,0.719512209198894,0.49333251111248133,0.6454000000000001,0.75,0.6620797423510478,0.745,0.71625,0.60875,0.5817310409901753
47,47,0.4302642873052046,0.6354948229107338,0.7210349031167012,0.49499917500137486,0.646,0.75,0.6624700805152973,0.746,0.7164999999999999,0.609,0.5815254463987767
48,48,0.43051421906035914,0.6362433158495,0.7225602960657737,0.4966658388902684,0.646,0.8333333333333334,0.662860547504025,0.7466666666666667,0.71625,0.6094999999999999,0.582044411731182
49,49,0.4310141509761273,0.6369886794725192,0.7240883942445222,0.4983325027791619,0.647,0.8333333333333334,0.6632508856682768,0.7476666666666666,0.7162499999999999,0.60975,0.5818375182516674
50,50,0.4315140830351415,0.6377365118657883,0.725623259012343,0.5016658305569489,0.647,0.8333333333333334,0.6636412238325273,0.749,0.7162499999999999,0.61025,0.5818375182516674
51,51,0.4320140152119819,0.6384812100639733,0.7271567706782512,0.5033324944458425,0.648,0.75,0.6640315619967798,0.75,0.71625,0.6105,0.5816295103474461
52,52,0.43226394748941377,0.6392283827891876,0.7286930062481166,0.504999158334736,0.648,0.75,0.664422028985505,0.7506666666666666,0.716,0.611,0.5821478726789676
53,53,0.43276387992614374,0.6399724164497406,0.7302319720016879,0.5066658222236295,0.6486,0.8333333333333334,0.6648123671497588,0.7516666666666666,0.71625,0.61125,0.5819385649542582
54,54,0.4330138124907855,0.6407189303827876,0.731773674239265,0.508332486112523,0.649,0.8333333333333334,0.6652027053140103,0.7523333333333332,0.7160000000000001,0.61175,0.5819385649542582
55,55,0.43376374518621724,0.6414623003913358,0.7334538019585849,0.5099991500014166,0.6496000000000002,0.75,0.6655931723027376,0.7533333333333334,0.71625,0.61225,0.5817281437615797
56,56,0.4340136780105627,0.6422081564065516,0.7350012495039554,0.5116658138903101,0.6500000000000001,0.75,0.6659835104669889,0.754,0.716,0.6127499999999999,0.5817281437615797
57,57,0.4345136109342373,0.642950863647151,0.7365514531742827,0.5133324777792035,0.6506000000000001,0.75,0.6663738486312405,0.755,0.716,0.613,0.5820341779091158
58,58,0.4347635440155847,0.6436960626173236,0.7381044193549082,0.5149991416680971,0.6506000000000001,0.75,0.6667643156199694,0.7556666666666668,0.716,0.6134999999999999,0.5820341779091158
59,59,0.43551347722344835,0.644438107972462,0.7396601544521447,0.5166658055569906,0.6516000000000001,0.75,0.6671546537842191,0.7566666666666667,0.716,0.61375,0.581821343399108
60,60,0.4357634105606254,0.6451826507688345,0.7412186648933614,0.5183324694458842,0.6516000000000001,0.75,0.6675449919484694,0.7573333333333334,0.716,0.61425,0.581821343399108
61,61,0.43626334402376565,0.6459240351194355,0.7427799571270671,0.5199991333347777,0.6526,0.75,0.6679353301127209,0.7583333333333333,0.716,0.6144999999999999,0.5816073972957139
62,62,0.43651327758803077,0.6466679226117102,0.7443440376229966,0.5216657972236712,0.6526,0.8333333333333334,0.6683257971014479,0.759,0.71575,0.615,0.5821243538309654
63,63,0.4370132113053403,0.647408646837136,0.7459109128721942,0.5233324611125647,0.6532,0.8333333333333334,0.6687161352657004,0.7600000000000001,0.716,0.61525,0.5819091059217104
64,64,0.4375131451507962,0.6481518798934773,0.7474805893871009,0.5249991250014582,0.6536,0.75,0.669106473429952,0.7606666666666667,0.7157499999999999,0.61575,0.5819091059217104
65,65,0.438013079121118,0.6488919448715325,0.7491913403021495,0.5266657888903518,0.6542,0.75,0.6694969404186805,0.7616666666666667,0.716,0.61625,0.5816927473021499
66,66,0.4382630132190072,0.6496345243585705,0.7507668986393854,0.5283324527792452,0.6546000000000001,0.8333333333333334,0.6698872785829302,0.7623333333333333,0.71575,0.61675,0.5816927473021499
67,67,0.43876294741522354,0.6503767786990416,0.7523452785455609,0.5299991166681388,0.6552,0.8333333333333334,0.6702776167471822,0.7633333333333333,0.71575,0.61725,0.5819914278950481
68,68,0.4390128817629831,0.6511158577483394,0.7539264866216658,0.5316657805570323,0.6552,0.75,0.6706680837359118,0.7639999999999999,0.71575,0.6174999999999999,0.5819914278950481
69,69,0.4397628162374475,0.6518574598140024,0.755510529490528,0.5333324444459259,0.6562,0.75,0.67105842190016,0.765,0.71575,0.618,0.5817726565957331
70,70,0.4400127508231071,0.6525958818010551,0.7571880515813871,0.5349991083348193,0.6562,0.75,0.6714487600644119,0.7656666666666666,0.71575,0.61825,0.5817726565957331
71,71,0.44051268554728473,0.6533368324547244,0.7587779199747551,0.5366657722237129,0.6572,0.8333333333333334,0.6718392270531408,0.7666666666666667,0.7157500000000001,0.61875,0.5815527763483349
72,72,0.4407626203671081,0.6540745982519175,0.7603706433400408,0.5383324361126064,0.6572,0.75,0.6722295652173923,0.7673333333333333,0.7155,0.619,0.5820683057889832
73,73,0.4412625553398517,0.6548148983548845,0.7619662283887952,0.5399991000014999,0.6578,0.75,0.6726199033816423,0.7683333333333334,0.71575,0.6194999999999999,0.5818471215937586
74,74,0.44176249043503424,0.6555520088330615,0.7635646818548549,0.5416657638903934,0.6582,0.8333333333333334,0.6730102415458925,0.7690000000000001,0.7155,0.61975,0.5818471215937586
75,75,0.4422624256552168,0.6562931615456529,0.765306942512432,0.5433324277792869,0.6588,0.8333333333333334,0.6833036601307169,0.77,0.71575,0.6205,0.5816248292607181
76,76,0.44251236099730695,0.6570296140210821,0.7669114193181539,0.5449990916681805,0.6592,0.8333333333333334,0.6836997385620899,0.7706666666666667,0.7154999999999999,0.62075,0.5816248292607181
77,77,0.44301229643664375,0.6577686120444032,0.7685187855356466,0.546665755557074,0.6597999999999999,0.8333333333333334,0.684095816993463,0.7716666666666666,0.7155,0.6212500000000001,0.581916138618093
78,78,0.4435122320259592,0.6585044109438962,0.770129047990987,0.5483324194459676,0.6602000000000001,0.8333333333333334,0.6844920261437903,0.7723333333333334,0.7155,0.6215,0.581916138618093
79,79,0.4440121677363903,0.6592427609972368,0.7717422135330022,0.549999083334861,0.6608,0.75,0.6848881045751625,0.7733333333333334,0.7155,0.622,0.5816914339023488
80,80,0.4442621035704214,0.6599779071870193,0.7733582890333628,0.5516657472237545,0.6608,0.75,0.6852841830065348,0.774,0.7155,0.62225,0.5816914339023488
81,81,0.4447620395250437,0.6607156101256024,0.774977281386676,0.5533324111126481,0.6618,0.8333333333333334,0.6856803921568614,0.775,0.7154999999999999,0.62275,0.581465622699962
82,82,0.4450119755756554,0.6614501044703717,0.7765991975105787,0.5549990750015416,0.6618,0.8333333333333334,0.6860764705882342,0.7756666666666666,0.7152499999999999,0.623,0.5819797038953586
83,83,0.4457619117734194,0.6621871611479145,0.7781351247795225,0.5566657388904351,0.6628000000000001,0.75,0.6864725490196067,0.7766666666666667,0.7154999999999999,0.6235,0.5817525864477132
84,84,0.44601184809367656,0.6629210045108422,0.7797627538331336,0.5583324027793286,0.6628000000000001,0.75,0.6868686274509795,0.7773333333333333,0.7152499999999999,0.62375,0.5817525864477132
85,85,0.44651178453348417,0.6636574157795597,0.7815369586245683,0.5599990666682222,0.6634000000000001,0.8333333333333334,0.6872648366013057,0.7783333333333333,0.71525,0.6245,0.5815243632516582
86,86,0.44676172109523615,0.6643906090222957,0.7831707564900616,0.5616657305571157,0.6638000000000001,0.8333333333333334,0.6876609150326785,0.7789999999999999,0.71525,0.62475,0.5815243632516582
87,87,0.447261657749101,0.6651263757329033,0.7848075135130475,0.5633323944460091,0.6644,0.75,0.6880569934640527,0.7799999999999999,0.7152499999999999,0.62525,0.5818082829763704
88,88,0.44776159455131204,0.6658589197155792,0.7864472367530498,0.5649990583349027,0.6648,0.8333333333333334,0.688453202614377,0.7806666666666667,0.7152499999999999,0.6255,0.5818082829763704
89,89,0.4482615314733388,0.6665940427172965,0.7880899332932989,0.5666657222237962,0.6654,0.8333333333333334,0.6888492810457503,0.7816666666666666,0.7152499999999999,0.626,0.5815776473572348
90,90,0.44851146850266066,0.6673259382985286,0.789829025855951,0.5683323861126898,0.6654,0.8333333333333334,0.6892453594771222,0.7823333333333333,0.715,0.62625,0.5815776473572348
91,91,0.4490114056636021,0.6680604184390825,0.7914778300256315,0.5699990500015832,0.6663999999999999,0.75,0.6896415686274505,0.7833333333333332,0.7152499999999999,0.6267499999999999,0.5813459075310285
92,92,0.44951134291551087,0.6687916664759754,0.7931296290772439,0.5716657138904768,0.6663999999999999,0.75,0.6900376470588223,0.7839999999999999,0.715,0.627,0.5818585194731019
93,93,0.45001128031427945,0.6695255046016034,0.7947844301903343,0.5733323777793703,0.6674000000000001,0.8333333333333334,0.6904337254901954,0.785,0.71525,0.6275,0.5816254709497215
94,94,0.4502612178302964,0.6702561059497532,0.7964422405686475,0.5749990416682638,0.6674000000000001,0.8333333333333334,0.6908298039215681,0.7856666666666666,0.7150000000000001,0.62775,0.5816254709497215
95,95,0.4507611554658224,0.6709893029052068,0.7982495006026037,0.5766657055571573,0.668,0.8333333333333334,0.6912260130718935,0.7866666666666667,0.7149999999999999,0.6285000000000001,0.5813913188861852
96,96,0.45101109321809263,0.6717192584187042,0.7999136311573851,0.5783323694460508,0.6684000000000001,0.75,0.6916220915032667,0.7873333333333333,0.7149999999999999,0.62875,0.5813913188861852
97,97,0.45176103106268317,0.672451815047252,0.8015807934391813,0.5799990333349444,0.669,0.75,0.6920181699346392,0.7883333333333334,0.715,0.62925,0.5816678298676348
98,98,0.4520109690501982,0.6731811255786861,0.8032509947519197,0.5816656972238379,0.6694,0.75,0.6924143790849663,0.789,0.715,0.6295,0.5816678298676348
99,99,0.45251090715615855,0.6739130427221172,0.8049242424242424,0.5833323611127315,0.67,0.75,0.6928104575163385,0.79,0.715,0.63,0.5814312650060101
