Time,Mileage,Planned_Volume,Coefficient_K1,Coefficient_K2,Coefficient_K3,Scalability_Criterion
28,1272.7272727272727,909.0909090909091,0.9545454545454546,0.8545454545454546,0.9045454545454545,0.2770893730384296
29,1282.8282828282827,924.2424242424242,0.9565656565656566,0.8565656565656566,0.9065656565656566,0.28707121496457033
30,1292.9292929292928,939.3939393939395,0.9585858585858587,0.8585858585858586,0.9085858585858586,0.29704464529737823
31,1303.030303030303,954.5454545454545,0.9606060606060607,0.8606060606060606,0.9106060606060606,0.3070104345090459
32,1313.1313131313132,969.6969696969697,0.9626262626262627,0.8626262626262626,0.9126262626262627,0.31696931751827667
33,1323.2323232323233,984.8484848484849,0.9646464646464648,0.8646464646464647,0.9146464646464647,0.3269219958216365
34,1333.3333333333333,1000.0,0.9666666666666667,0.8666666666666667,0.9166666666666666,0.33686913946719504
35,1343.4343434343434,1015.1515151515151,0.9686868686868687,0.8686868686868687,0.9186868686868687,0.34681138888427543
36,1353.5353535353536,1030.3030303030305,0.9707070707070707,0.8707070707070708,0.9207070707070707,0.35674935658174445
37,1363.6363636363635,1045.4545454545455,0.9727272727272728,0.8727272727272728,0.9227272727272727,0.36668362872603805
38,1373.7373737373737,1060.6060606060605,0.9747474747474748,0.8747474747474748,0.9247474747474748,0.3766147666090144
39,1383.8383838383838,1075.7575757575758,0.9767676767676768,0.8767676767676768,0.9267676767676768,0.38654330801475467
40,1393.939393939394,1090.909090909091,0.9787878787878789,0.8787878787878788,0.9287878787878788,0.39646976849356336
41,1404.0404040404042,1106.060606060606,0.9808080808080809,0.8808080808080808,0.9308080808080809,0.40639464255063634
42,1414.141414141414,1121.2121212121212,0.9828282828282828,0.8828282828282829,0.9328282828282828,0.41631840475618315
43,1424.2424242424242,1136.3636363636365,0.9848484848484849,0.8848484848484849,0.9348484848484848,0.4262415107831547
44,1434.3434343434342,1151.5151515151515,0.9868686868686869,0.8868686868686869,0.9368686868686869,0.43616439837818516
45,1444.4444444444443,1166.6666666666667,0.9888888888888889,0.888888888888889,0.9388888888888889,0.44608748827084505
46,1454.5454545454545,1181.818181818182,0.990909090909091,0.8909090909090909,0.9409090909090909,0.4560111850258609
47,1464.6464646464647,1196.969696969697,0.992929292929293,0.8929292929292929,0.942929292929293,0.46593587784254803
48,1474.7474747474748,1212.121212121212,0.994949494949495,0.8949494949494949,0.944949494949495,0.4758619413053391
49,1484.8484848484848,1227.2727272727273,0.9969696969696971,0.896969696969697,0.946969696969697,0.4857897360889635
50,1494.949494949495,1242.4242424242425,0.9989898989898991,0.898989898989899,0.948989898989899,0.49571960962152944
51,1505.050505050505,1257.5757575757575,1.0010101010101011,0.901010101010101,0.9510101010101011,0.5056518967084974
52,1515.151515151515,1272.7272727272727,1.0030303030303032,0.9030303030303031,0.953030303030303,0.5155869201202845
53,1525.2525252525252,1287.878787878788,1.0050505050505052,0.9050505050505051,0.955050505050505,0.5255249911460207
54,1535.3535353535353,1303.030303030303,1.0070707070707072,0.9070707070707071,0.9570707070707071,0.5354664101157711
55,1545.4545454545455,1318.1818181818182,1.0090909090909093,0.9090909090909092,0.9590909090909091,0.5454114668933642
56,1555.5555555555557,1333.3333333333335,1.011111111111111,0.9111111111111111,0.9611111111111111,0.5553604413417875
57,1565.6565656565656,1348.4848484848485,1.013131313131313,0.9131313131313131,0.9631313131313132,0.5653136037629731
58,1575.7575757575758,1363.6363636363635,1.0151515151515151,0.9151515151515152,0.9651515151515152,0.5752712153136419
59,1585.8585858585857,1378.787878787879,1.0171717171717172,0.9171717171717172,0.9671717171717172,0.5852335283987634
60,1595.9595959595958,1393.939393939394,1.0191919191919192,0.9191919191919192,0.9691919191919192,0.5952007870440613
61,1606.060606060606,1409.090909090909,1.0212121212121212,0.9212121212121213,0.9712121212121212,0.605173227248892
62,1616.1616161616162,1424.2424242424242,1.0232323232323233,0.9232323232323233,0.9732323232323232,0.6151510773207295
63,1626.2626262626263,1439.3939393939395,1.0252525252525253,0.9252525252525252,0.9752525252525253,0.6251345581923954
64,1636.3636363636365,1454.5454545454545,1.0272727272727273,0.9272727272727272,0.9772727272727273,0.6351238837230941
65,1646.4646464646464,1469.6969696969697,1.0292929292929294,0.9292929292929293,0.9792929292929293,0.6451192609842386
66,1656.5656565656564,1484.848484848485,1.0313131313131314,0.9313131313131313,0.9813131313131314,0.6551208905309791
67,1666.6666666666665,1500.0,1.0333333333333334,0.9333333333333333,0.9833333333333334,0.6651289666602902
68,1676.7676767676767,1515.1515151515152,1.0353535353535355,0.9353535353535354,0.9853535353535354,0.6751436776564043
69,1686.8686868686868,1530.3030303030303,1.0373737373737375,0.9373737373737374,0.9873737373737375,0.6851652060243331
70,1696.969696969697,1545.4545454545455,1.0393939393939395,0.9393939393939394,0.9893939393939395,0.6951937287121661
71,1707.0707070707072,1560.6060606060607,1.0414141414141416,0.9414141414141415,0.9914141414141414,0.7052294173227867
72,1717.171717171717,1575.7575757575758,1.0434343434343436,0.9434343434343435,0.9934343434343434,0.7152724383156073
73,1727.2727272727273,1590.909090909091,1.0454545454545454,0.9454545454545454,0.9954545454545455,0.7253229531988836
74,1737.3737373737372,1606.060606060606,1.0474747474747477,0.9474747474747475,0.9974747474747475,0.7353811187131347
75,1747.4747474747473,1621.2121212121212,1.0494949494949495,0.9494949494949495,0.9994949494949495,0.7454470870061524
76,1757.5757575757575,1636.3636363636365,1.0515151515151515,0.9515151515151515,1.0015151515151515,0.7555210058000706
77,1767.6767676767677,1651.5151515151515,1.0535353535353535,0.9535353535353536,1.0035353535353535,0.7656030185509105
78,1777.7777777777778,1666.6666666666667,1.0555555555555556,0.9555555555555556,1.0055555555555555,0.7756932646010202
79,1787.878787878788,1681.818181818182,1.0575757575757576,0.9575757575757575,1.0075757575757576,0.7857918793247715
80,1797.979797979798,1696.969696969697,1.0595959595959596,0.9595959595959596,1.0095959595959596,0.7958989942678817
81,1808.080808080808,1712.1212121212122,1.0616161616161617,0.9616161616161616,1.0116161616161616,0.8060147372806852
82,1818.181818181818,1727.2727272727273,1.0636363636363637,0.9636363636363636,1.0136363636363637,0.8161392326456717
83,1828.2828282828282,1742.4242424242425,1.0656565656565657,0.9656565656565657,1.0156565656565657,0.8262726011995839
84,1838.3838383838383,1757.5757575757577,1.0676767676767678,0.9676767676767677,1.0176767676767677,0.8364149604503515
85,1848.4848484848485,1772.7272727272727,1.0696969696969698,0.9696969696969697,1.0196969696969698,0.8465664246891231
86,1858.5858585858587,1787.878787878788,1.0717171717171718,0.9717171717171718,1.0217171717171718,0.8567271050976409
87,1868.6868686868686,1803.030303030303,1.0737373737373739,0.9737373737373738,1.0237373737373738,0.8668971098511861
88,1878.7878787878788,1818.1818181818182,1.075757575757576,0.9757575757575758,1.0257575757575759,0.8770765442173181
89,1888.8888888888887,1833.3333333333335,1.077777777777778,0.9777777777777777,1.027777777777778,0.8872655106506085
90,1898.9898989898988,1848.4848484848485,1.07979797979798,0.9797979797979798,1.02979797979798,0.8974641088835656
91,1909.090909090909,1863.6363636363637,1.081818181818182,0.9818181818181818,1.031818181818182,0.9076724360139309
92,1919.1919191919192,1878.7878787878788,1.0838383838383838,0.9838383838383838,1.033838383838384,0.9178905865885216
93,1929.2929292929293,1893.939393939394,1.085858585858586,0.9858585858585859,1.0358585858585858,0.9281186526837838
94,1939.3939393939395,1909.0909090909092,1.087878787878788,0.9878787878787879,1.0378787878787878,0.9383567239832027
95,1949.4949494949494,1924.2424242424242,1.08989898989899,0.9898989898989898,1.0398989898989899,0.9486048878517283
96,1959.5959595959596,1939.3939393939395,1.091919191919192,0.9919191919191919,1.041919191919192,0.9588632294073427
97,1969.6969696969695,1954.5454545454545,1.093939393939394,0.9939393939393939,1.043939393939394,0.9691318315899069
98,1979.7979797979797,1969.6969696969697,1.095959595959596,0.9959595959595959,1.045959595959596,0.9794107752274067
99,1989.8989898989898,1984.848484848485,1.097979797979798,0.997979797979798,1.047979797979798,0.9897001390997178
100,2000.0,2000.0,1.1,1.0,1.05,1.0
