Time,Quantum_Factor,Maglev_levitation,AI_Machine_Learning,Digital_twins,5G,Quantum_Computing,Augmented_Reality,Virtual_Reality,3D_printing_at_scale,Blockchain,Self_driving_autonomous_vehicles
77,0.09999999999999999,0.21285275769700732,0.22785644878316258,0.1408677898979596,0.07918548255280079,0.015402993427352782,0.06186408205961848,0.12215009701233047,0.13982034856976785,0.0,0.0
78,0.09999999999999999,0.011146669685587089,0.09461688398717023,0.06011915661473742,0.341579271731732,0.07643282240617828,0.09112626614238335,0.16084750078732177,0.1641314286448897,0.0,0.0
79,0.10000000000000002,0.0054394691010915186,0.11624560473206931,0.05177075480867252,0.5517943865230538,0.029497668256897952,0.06945703271951431,0.09355068464352766,0.08224439921517306,0.0,0.0
80,0.10000000000000002,0.08617348715009249,0.23938640182182327,0.15085072457251628,0.19894015673604173,0.055293218760477,0.0051028227498344765,0.09885952885394358,0.07995339650029054,0.08544026285498081,0.0
81,0.10000000000000002,0.02406056856417972,0.2017315185281823,0.05997229525531971,0.09169836700688644,0.16462962823328087,0.17566258342508945,0.0975875274290891,0.11153845776773484,0.0731190537902377,0.0
82,0.10000000000000002,0.33042820752513413,0.0950758012910648,0.059566391457661745,0.05578930425341656,0.13616319285324,0.11745988428015262,0.0735015203759929,0.12776905243234835,0.004246645530989011,0.0
83,0.10000000000000002,0.014424461555286584,0.06539001029715728,0.20061167350229628,0.09046755918728074,0.043817402102761416,0.36747845461076867,0.1912282312912061,0.015645025759917615,0.010937181693325491,0.0
84,0.09999999999999999,0.08874803455966622,0.1582883696037334,0.2603477540593598,0.11665019099826263,0.15735300404187402,0.020148729330311938,0.05983071723023834,0.1307190547713585,0.007914145405195002,0.0
85,0.1,0.12681271497730523,0.14903226274214432,0.018480263686732314,0.014609227707651046,0.11329887865027205,0.03711077564967262,0.2153732690179478,0.03996152198707737,0.2853210855811971,0.0
86,0.09999999999999999,0.0087041298699986,0.053776072682455836,0.0058617529313497365,0.1172204030022959,0.14836042503865346,0.1508673692508021,0.03799466713074128,0.38960544531783864,0.08760973477586444,0.0
87,0.1,0.19471085603178678,0.3946651511007129,0.047428081387225665,0.009958474155179973,0.08955689138517521,0.0015691225540834398,0.023820075925795145,0.040160488172847134,0.19813085928719376,0.0
88,0.1,0.1014303141440185,0.050284733629710136,0.16844743075954263,0.12449700542385006,0.33966993326044875,0.0394291190287004,0.06427563770483424,0.07415777112229273,0.03780805492660251,0.0
89,0.09999999999999998,0.22649079409947945,0.09863762513211488,0.14182530201378402,0.053030769457492605,0.08051387066168773,0.023984901061700818,0.030654474279239827,0.1651914512157736,0.17967081207872687,0.0
90,0.09999999999999999,0.006550093172775553,0.02637873502054121,0.4906353099998052,0.005834269001076255,0.02879434537882922,0.12984628244652807,0.046025210541968405,0.13131108601739738,0.06595504391371906,0.06866962450735961
91,0.1,0.014838104585519329,0.10333657116419101,0.005554423672893516,0.025918865439024684,0.1521670181914488,0.24087431213088026,0.004647023216007871,0.1862901464738765,0.09100369190311486,0.17536984322304328
92,0.09999999999999998,0.0715363891904174,0.060284164976689605,0.12230516052815177,0.005977528296967693,0.06517319538122307,0.21410102642290618,0.02946970571988297,0.1945113746236019,0.07578170801251255,0.1608597468476467
93,0.09999999999999999,0.01720854233033763,0.11324935037615796,0.23544278844178157,0.2620898396778394,0.009835454047811724,0.22719204869658718,0.006702834717498299,0.032652350492841764,0.09485127470395824,0.0007755165151861047
94,0.1,0.058029051542858326,0.09254555811093317,0.13237579508697905,0.021338240330385425,0.19483205150365332,0.21019086187648744,0.08907542474644259,0.06668403703590464,0.058823071432566036,0.07610590833379001
95,0.09999999999999999,0.11337712367689728,0.1900776802969113,0.17924726312113637,0.14672517990401904,0.02271328645584713,0.13340080469410057,0.025732695531007183,0.0396360504501716,0.10609440364292876,0.04299551222698073
96,0.09999999999999999,0.00897790536730541,0.048478788641649534,0.32280431589769903,0.10266915987798181,0.034189390286889054,0.057576852171232,0.18335984492403085,0.10537145386465956,0.044493339574593116,0.0920789493939596
97,0.09999999999999999,0.031096682879726646,0.15912554252746455,0.0635642892042711,0.07363434045841172,0.19055552617330307,0.21152621231057508,0.020092344126434004,0.03593840538948567,0.06282377720091352,0.1516428797294146
98,0.09999999999999998,0.3260132628390829,0.10406020679812486,0.13521104586327892,0.12397702314598823,0.09781261342916422,0.055890518835052624,0.016899654395645315,0.10702638280811057,0.02448893388787524,0.008620357997677026
99,0.1,0.2689605748323221,0.11615047365271727,0.07231250118771589,0.06312573062598247,0.041996134436031604,0.23759225758082944,0.14672545819603344,0.024204307792457018,0.019361238775345863,0.009571322920564942
