Time,Quantum_Factor,Maglev_levitation,AI_Machine_Learning,Digital_twins,5G,Quantum_Computing,Augmented_Reality,Virtual_Reality,3D_printing_at_scale,Blockchain,Self_driving_autonomous_vehicles
77,0.10000000000000002,0.21683573976119414,0.2143157398626068,0.08087105637194834,0.060044779753387144,0.10561775155954439,0.03272461684297437,0.1942561169689128,0.09533419887943217,0.0,0.0
78,0.1,0.12464902148014136,0.040020034410299526,0.20778438206616345,0.22608653121890404,0.03168107676479972,0.013970109870671805,0.08730535210706276,0.26850349208195734,0.0,0.0
79,0.1,0.023498585589416653,0.15596442259375948,0.05702613479663771,0.17105724376263126,0.2181782784892775,0.2960678335445398,0.07357546981046502,0.004632031413272601,0.0,0.0
80,0.09999999999999999,0.06975838397006302,0.40771887042039795,0.12956358917364322,0.055441504054939174,0.04538573195778433,0.06758691760315585,0.028901536934383187,0.1301383744009588,0.06550509148467436,0.0
81,0.1,0.24183581526736958,0.07172981540777672,0.0696645730121208,0.012033462308054516,0.07594829927171247,0.1891164906960948,0.019815619690664255,0.23100975967184376,0.08884616467436308,0.0
82,0.1,0.09045761368344382,0.012622584247303812,0.024993923805441364,0.09693116755944037,0.10231579213890542,0.039774506063798176,0.12749663955673746,0.17660573801743248,0.3288020349274971,0.0
83,0.10000000000000002,0.21486281450017794,0.18008499753178184,0.11866333361846584,0.028980891912498623,0.2440242946975291,0.1627018857756482,0.005896749721502725,0.006882290500766695,0.0379027417416292,0.0
84,0.1,0.02238158817362424,0.24427872135680642,0.033687751071173604,0.027801323674065556,0.1146139755265929,0.14002864657356698,0.03439793751143835,0.07171385159891189,0.3110962045138201,0.0
85,0.10000000000000002,0.19854624483062597,0.0019853649531614242,0.053525600267966426,0.06722507571701529,0.019662546352675322,0.010510993593446847,0.1700922063355057,0.08904322294691641,0.3894087450026868,0.0
86,0.10000000000000002,0.007953278530353122,0.03619440609727833,0.16351178634472324,0.04597398885430244,0.09807146335206018,0.20891572513033596,0.12303560257703813,0.2048486320843501,0.11149511702955851,0.0
87,0.1,0.1184763514722669,0.07941277804684095,0.01941763112157499,0.013986726480105167,0.395402540733788,0.07988642233050157,0.004034363714821123,0.19537071420140945,0.0940124718986918,0.0
88,0.1,0.1648648084695669,0.10231591865954898,0.042403357168103846,0.13785612984666404,0.17828258375555736,0.2378797320122288,0.07705916943317939,0.05569044155105908,0.0036478591040916748,0.0
89,0.09999999999999998,0.07156854273472212,0.12166051090995625,0.12830730333084622,0.27010694707286165,0.005213222376698238,0.08288370023360254,0.20705955348888544,0.09607579991977697,0.017124419932650407,0.0
90,0.10000000000000002,0.20453063187884032,0.09163769385068798,0.05997886321816114,0.0553396576150591,0.23091587794402102,0.11518458064703876,0.12871815653098678,0.08367996377302782,0.021116733780236048,0.008897840761941158
91,0.10000000000000002,0.20382086877766534,0.04150195300309732,0.04972188093266013,0.1915917298191991,0.005552667289547934,0.2837197959979269,0.03762920300721769,0.06806454466720463,0.008464256608588487,0.10993309989689255
92,0.10000000000000002,0.026367676050399642,0.02000489075595389,0.17779681001767428,0.057687380295329445,0.011590066203131685,0.16396154409044836,0.10428354394453376,0.13322738747338034,0.28838537188952673,0.016695329279621945
93,0.1,0.05001499132979045,0.008523562058209356,0.07278428898439186,0.036209587744019445,0.15546757208882642,0.19561623769586986,0.11360465384644335,0.20635976055916436,0.007202047351853525,0.15421729834143133
94,0.09999999999999998,0.12277036330046505,0.014874176338008646,0.04743435123518617,0.09064817921885218,0.08020897413823172,0.21600401677899828,0.010773265673210233,0.21724337661706367,0.0074171742882908984,0.19262612241169302
95,0.1,0.026293765557877918,0.06322488067681668,0.07058338777585547,0.26364055107647244,0.2198562784432769,0.011209713655215227,0.10307676738155938,0.15820715981808572,0.04394399709448492,0.03996349852035534
96,0.10000000000000002,0.07513413999255676,0.2376155239782161,0.060016043800593076,0.018252238925172706,0.07233354261290037,0.16317628620939845,0.15963515569761816,0.06154650009557369,0.14949377930802166,0.002796789379949164
97,0.10000000000000002,0.15159940097983424,0.1309774288404901,0.13827720865652043,0.02705678196966653,0.13903039461201155,0.030285497359222122,0.018485968324692927,0.04234684379663593,0.3133968615027917,0.008543613958134471
98,0.09999999999999998,0.00365568015314775,0.14955916008570844,0.15691332148047757,0.0030778388650117474,0.17961277064470435,0.035407723664042046,0.14473944266759176,0.07898382706352344,0.20642864296791777,0.04162159240787502
99,0.1,0.3762386785693297,0.2594198530777616,0.03593787996141806,0.0651452581015261,0.02443542160994616,0.013667095116830697,0.12602976101507304,0.003462405968305088,0.034251555648001496,0.061412090931807974
