Time,Quantum_Factor,Maglev_levitation,AI_Machine_Learning,Digital_twins,5G,Quantum_Computing,Augmented_Reality,Virtual_Reality,3D_printing_at_scale,Blockchain,Self_driving_autonomous_vehicles
88,1.0,0.12330594725120961,0.2792841115731854,0.17941938735095125,0.16782406710308315,0.020040182515377022,0.03879924458871911,0.13733853167661636,0.0019753890340001587,0.05201313890685789,0.0
89,0.9999999999999998,0.17685191508324333,0.033893206521697264,0.06108411524871392,0.10074427118181137,0.15182752945117603,0.28023058287674113,0.05083005829020448,0.031891057464400206,0.11264726388201211,0.0
90,0.9999999999999999,0.08313158187099103,0.08442863690859348,0.2768191115654584,0.0126640814948898,0.10656688193791046,0.0362567069176713,0.25064811976151424,0.1002777987608226,0.02425708729645444,0.024949993485694193
91,1.0,0.09483078737979321,0.047197963071538715,0.012035742941339243,0.1072725907202116,0.06936320979541742,0.06281267543563239,0.13168902479322686,0.018267183249070253,0.21855140492659458,0.2379794176871758
92,0.9999999999999998,0.06501705472850952,0.037870985333967364,0.31412534201040343,0.03198185608210264,0.045792263049288066,0.08445023301929604,0.061172119980291643,0.2480226450643643,0.03512067787698457,0.07644682285479229
93,0.9999999999999999,0.04117764565088525,0.015466012686568395,0.25086042271982095,0.04528198053028459,0.19175579181329944,0.03994058116536138,0.019681880548566018,0.11989139646302746,0.10117757364766446,0.174766714774522
94,1.0,0.22262568371705646,0.03294440696023296,0.24185349422805244,0.01391832378846809,0.05908612004248393,0.06494763006507809,0.2681948851298414,0.007116241246511716,0.025235396171804404,0.06407781865047055
95,1.0,0.2156994575458502,0.13263447250556396,0.10224434496396487,0.1080442019325958,0.04918126340892938,0.03534269512701256,0.07157171334307956,0.13318578383144977,0.009754594109666363,0.14234147323188745
96,1.0,0.32155472099296345,0.03443630495965577,0.05588948963079949,0.016857825208679674,0.05499694575787767,0.059064251065480175,0.01045906121893298,0.3266933158632342,0.02433740710008597,0.09571067820229068
97,0.9999999999999999,0.2690616501863433,0.19394039037095503,0.047291359502499526,0.08597217895153748,0.06366924004748016,0.0637368997727323,0.07551939217881869,0.03069513561220955,0.03727998130276863,0.13283377207465522
98,0.9999999999999999,0.04119108260195337,0.06392123334064127,0.07991420665957882,0.002654158724064659,0.20898560065530353,0.012988122480458516,0.22302277739160045,0.18070824077803752,0.11045046371611056,0.07616411365225119
99,1.0,0.06053911762404341,0.3415288799870687,0.17335401121468164,0.10209500228461325,0.03649697484098087,0.03211064454922336,0.1010274072032345,0.09674466654532629,0.054880281407969814,0.0012230143428581751
